model,id,format,knob,level,replicate,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,normalized,score,strict
claude-sonnet-5,pbmc_c1_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,CD4 T cells,T cell (CD4+ T lymphocyte),0.9,"{""cell_type"": ""T cell (CD4+ T lymphocyte)"", ""confidence"": 0.9}",end_turn,153,242,,0.002726,CD4 T cells,1.0,1.0
claude-sonnet-5,pbmc_c1_noise_6_r1_ensembl,ensembl,noise,6,1,CD4 T cells,Naive T cell,0.35,"Looking at these gene IDs, I can identify several as ribosomal protein genes (e.g., ENSG00000112306=RPS12, ENSG00000149273=RPS3, ENSG00000137154=RPS6, ENSG00000071082=RPL31), which are commonly enriched as top markers in naive lymphocyte populations due to their high protein synthesis machinery relative to other blood cell types.

```json
{""cell_type"": ""Naive T cell"", ""confidence"": 0.35}
```",end_turn,153,1117,,0.011476,T cells (unspecified),0.5,0.0
claude-sonnet-5,pbmc_c1_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,CD4 T cells,Lymphocyte (likely naive T cell),0.55,"{""cell_type"": ""Lymphocyte (likely naive T cell)"", ""confidence"": 0.55}

**Reasoning:** The gene list is dominated by ribosomal protein genes (RPS12, RPS25, RPS28, RPS6, RPS3, RPS14, RPL31, RPL32, RPL13A) plus LDHB. This ""ribosomal high"" signature is a well-known pattern in scRNA-seq of blood, most classically associated with small resting lymphocytes (especially naive T cells, but also naive B cells) that have a high ribosome-to-cytoplasm ratio. However, because ribosomal genes are broadly expressed ""housekeeping"" markers rather than lineage-specific markers, this signature alone cannot reliably distinguish between T cells, B cells, or other lymphoid subsets — hence moderate confidence.",end_turn,153,611,,0.006416,T cells (unspecified),0.5,0.0
claude-sonnet-5,pbmc_c2_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,B cells,Naive B cell,0.85,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.85}",end_turn,128,27,,0.000526,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,293,,0.003236,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,B cells,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,124,29,,0.000538,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,B cells,Naive B cell,0.85,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.85}",end_turn,153,339,,0.003696,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,B cells,Naive B cell,0.6,"{""cell_type"": ""Naive B cell"", ""confidence"": 0.6}",end_turn,117,27,,0.000504,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,B cells,B cell,0.85,"{""cell_type"": ""B cell"", ""confidence"": 0.85}",end_turn,153,318,,0.003486,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_n_genes_1_r0_symbol,symbol,n_genes,1,0,B cells,"Antigen-presenting cell (e.g., B cell/monocyte/dendritic cell - MHC class II expressing)",0.3,"```json
{""cell_type"": ""Antigen-presenting cell (e.g., B cell/monocyte/dendritic cell - MHC class II expressing)"", ""confidence"": 0.3}
```",end_turn,67,66,,0.000794,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,B cells,Naive B cell (CD23+ B lymphocyte),0.65,"{""cell_type"": ""Naive B cell (CD23+ B lymphocyte)"", ""confidence"": 0.65}",end_turn,153,340,,0.003706,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,B cells,B cell / Antigen-presenting cell (monocyte/dendritic cell) - CD74 marks MHC class II expressing APCs,0.4,"{""cell_type"": ""B cell / Antigen-presenting cell (monocyte/dendritic cell) - CD74 marks MHC class II expressing APCs"", ""confidence"": 0.4}",end_turn,72,189,,0.002034,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_n_genes_3_r0_symbol,symbol,n_genes,3,0,B cells,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,80,29,,0.00045,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,B cells,B cell,0.85,"{""cell_type"": ""B cell"", ""confidence"": 0.85}",end_turn,90,107,,0.00125,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_n_genes_5_r0_symbol,symbol,n_genes,5,0,B cells,B cell,0.9,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.9}
```",end_turn,94,29,,0.000478,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,B cells,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,108,179,,0.002006,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_n_genes_10_r0_symbol,symbol,n_genes,10,0,B cells,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,131,29,,0.000552,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_0_r0_symbol,symbol,noise,0,0,B cells,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,131,29,,0.000552,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,316,,0.003466,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_2_r0_symbol,symbol,noise,2,0,B cells,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,127,24,,0.000494,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_0_r0_ensembl,ensembl,noise,0,0,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,316,,0.003466,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_2_r1_symbol,symbol,noise,2,1,B cells,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,127,24,,0.000494,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_2_r0_ensembl,ensembl,noise,2,0,B cells,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,153,359,,0.003896,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_2_r2_symbol,symbol,noise,2,2,B cells,B cell,0.9,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.9}
```",end_turn,129,29,,0.000548,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_2_r1_ensembl,ensembl,noise,2,1,B cells,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,153,269,,0.002996,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_4_r0_symbol,symbol,noise,4,0,B cells,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,130,29,,0.00055,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_2_r2_ensembl,ensembl,noise,2,2,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,276,,0.003066,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_4_r1_symbol,symbol,noise,4,1,B cells,B cell,0.75,"{""cell_type"": ""B cell"", ""confidence"": 0.75}",end_turn,133,24,,0.000506,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_4_r0_ensembl,ensembl,noise,4,0,B cells,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,153,364,,0.003946,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_4_r2_symbol,symbol,noise,4,2,B cells,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,140,29,,0.00057,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_4_r1_ensembl,ensembl,noise,4,1,B cells,B cell,0.85,"{""cell_type"": ""B cell"", ""confidence"": 0.85}",end_turn,153,321,,0.003516,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_6_r0_symbol,symbol,noise,6,0,B cells,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,122,29,,0.000534,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_6_r1_symbol,symbol,noise,6,1,B cells,B cell,0.8,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.8}
```",end_turn,130,29,,0.00055,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_4_r2_ensembl,ensembl,noise,4,2,B cells,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,153,465,,0.004956,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_6_r2_symbol,symbol,noise,6,2,B cells,B cell,0.85,"{""cell_type"": ""B cell"", ""confidence"": 0.85}",end_turn,127,24,,0.000494,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_6_r2_ensembl,ensembl,noise,6,2,B cells,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,153,246,,0.002766,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,B cells,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,131,29,,0.000552,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_6_r1_ensembl,ensembl,noise,6,1,B cells,B cell,0.75,"{""cell_type"": ""B cell"", ""confidence"": 0.75}",end_turn,153,480,,0.005106,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_noise_6_r0_ensembl,ensembl,noise,6,0,B cells,B cell,0.8,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.8}
```",end_turn,153,801,,0.008316,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,B cells,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,131,29,,0.000552,B cells,1.0,1.0
claude-sonnet-5,pbmc_c2_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,264,,0.002946,B cells,1.0,1.0
claude-sonnet-5,pbmc_c3_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,CD14 Monocytes,CD14+ monocyte,0.9,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.9}",end_turn,113,30,,0.000526,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c2_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,331,,0.003616,B cells,1.0,1.0
claude-sonnet-5,pbmc_c3_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,CD14 Monocytes,"Monocyte (myeloid, likely CD14+ monocyte)",0.65,"```json
{""cell_type"": ""Monocyte (myeloid, likely CD14+ monocyte)"", ""confidence"": 0.65}
```",end_turn,115,49,,0.00072,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,CD14 Monocytes,Monocyte (CD14+ classical monocyte),0.9,"```json
{""cell_type"": ""Monocyte (CD14+ classical monocyte)"", ""confidence"": 0.9}
```",end_turn,153,390,,0.004206,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,CD14 Monocytes,Monocyte (CD14+ monocyte/macrophage-like myeloid cell),0.7,"{""cell_type"": ""Monocyte (CD14+ monocyte/macrophage-like myeloid cell)"", ""confidence"": 0.7}",end_turn,114,50,,0.000728,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,CD14 Monocytes,Monocyte (classical CD14+ monocyte),0.85,"{""cell_type"": ""Monocyte (classical CD14+ monocyte)"", ""confidence"": 0.85}",end_turn,153,366,,0.003966,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,CD14 Monocytes,CD14+ Monocyte/Macrophage,0.85,"```json
{""cell_type"": ""CD14+ Monocyte/Macrophage"", ""confidence"": 0.85}
```",end_turn,116,42,,0.000652,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,CD14 Monocytes,Monocyte,0.85,"{""cell_type"": ""Monocyte"", ""confidence"": 0.85}",end_turn,153,260,,0.002906,Monocytes (unspecified),0.5,0.0
claude-sonnet-5,pbmc_c3_n_genes_1_r0_symbol,symbol,n_genes,1,0,CD14 Monocytes,Monocyte,0.7,"```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.7}
```",end_turn,68,31,,0.000446,Monocytes (unspecified),0.5,0.0
claude-sonnet-5,pbmc_c3_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,CD14 Monocytes,Monocyte (CD14+ myeloid cell),0.85,"{""cell_type"": ""Monocyte (CD14+ myeloid cell)"", ""confidence"": 0.85}",end_turn,153,253,,0.002836,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,CD14 Monocytes,Monocyte,0.6,"{""cell_type"": ""Monocyte"", ""confidence"": 0.6}",end_turn,72,26,,0.000404,Monocytes (unspecified),0.5,0.0
claude-sonnet-5,pbmc_c3_n_genes_3_r0_symbol,symbol,n_genes,3,0,CD14 Monocytes,"Monocyte (classical, CD14+)",0.9,"```json
{""cell_type"": ""Monocyte (classical, CD14+)"", ""confidence"": 0.9}
```",end_turn,78,40,,0.000556,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,CD14 Monocytes,CD14+ Monocyte,0.9,"```json
{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.9}
```

These genes (LYZ, S100A9, S100A8) are classic markers of myeloid cells, particularly classical monocytes, which highly express lysozyme and the S100A8/A9 calprotectin complex.",end_turn,90,201,,0.00219,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_n_genes_5_r0_symbol,symbol,n_genes,5,0,CD14 Monocytes,CD14+ Monocyte,0.9,"```json
{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.9}
```",end_turn,88,36,,0.000536,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,CD14 Monocytes,Monocyte (CD14+ classical monocyte),0.85,"{""cell_type"": ""Monocyte (CD14+ classical monocyte)"", ""confidence"": 0.85}",end_turn,108,176,,0.001976,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_n_genes_10_r0_symbol,symbol,n_genes,10,0,CD14 Monocytes,CD14+ monocyte,0.9,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.9}",end_turn,113,30,,0.000526,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_0_r0_symbol,symbol,noise,0,0,CD14 Monocytes,CD14+ classical monocyte,0.9,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.9}",end_turn,113,32,,0.000546,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_2_r0_symbol,symbol,noise,2,0,CD14 Monocytes,CD14+ Monocyte,0.85,"{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.85}",end_turn,117,31,,0.000544,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,CD14 Monocytes,Classical monocyte (CD14+ monocyte),0.9,"```json
{""cell_type"": ""Classical monocyte (CD14+ monocyte)"", ""confidence"": 0.9}
```",end_turn,153,406,,0.004366,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_0_r0_ensembl,ensembl,noise,0,0,CD14 Monocytes,Monocyte (classical CD14+ monocyte),0.92,"```json
{""cell_type"": ""Monocyte (classical CD14+ monocyte)"", ""confidence"": 0.92}
```",end_turn,153,328,,0.003586,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_2_r0_ensembl,ensembl,noise,2,0,CD14 Monocytes,"Monocyte (myeloid, likely CD14+ classical monocyte)",0.85,"{""cell_type"": ""Monocyte (myeloid, likely CD14+ classical monocyte)"", ""confidence"": 0.85}",end_turn,153,306,,0.003366,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_2_r2_symbol,symbol,noise,2,2,CD14 Monocytes,CD14+ monocyte,0.85,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.85}",end_turn,114,30,,0.000528,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_2_r1_symbol,symbol,noise,2,1,CD14 Monocytes,CD14+ Monocyte,0.9,"```json
{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.9}
```",end_turn,113,36,,0.000586,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_2_r1_ensembl,ensembl,noise,2,1,CD14 Monocytes,Monocyte (classical/CD14+ myeloid cell),0.9,"{""cell_type"": ""Monocyte (classical/CD14+ myeloid cell)"", ""confidence"": 0.9}",end_turn,153,296,,0.003266,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_4_r0_symbol,symbol,noise,4,0,CD14 Monocytes,CD14+ classical monocyte,0.85,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.85}",end_turn,121,32,,0.000562,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_2_r2_ensembl,ensembl,noise,2,2,CD14 Monocytes,CD14+ classical monocytes,0.85,"{""cell_type"": ""CD14+ classical monocytes"", ""confidence"": 0.85}",end_turn,153,411,,0.004416,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_4_r1_symbol,symbol,noise,4,1,CD14 Monocytes,CD14+ monocyte,0.85,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.85}",end_turn,116,30,,0.000532,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_4_r2_symbol,symbol,noise,4,2,CD14 Monocytes,"Monocyte (classical, CD14+)",0.75,"```json
{""cell_type"": ""Monocyte (classical, CD14+)"", ""confidence"": 0.75}
```",end_turn,117,40,,0.000634,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_4_r1_ensembl,ensembl,noise,4,1,CD14 Monocytes,Classical monocytes (CD14+),0.85,"{""cell_type"": ""Classical monocytes (CD14+)"", ""confidence"": 0.85}",end_turn,153,361,,0.003916,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_6_r0_symbol,symbol,noise,6,0,CD14 Monocytes,Monocyte (myeloid),0.65,"{""cell_type"": ""Monocyte (myeloid)"", ""confidence"": 0.65}",end_turn,115,32,,0.00055,Monocytes (unspecified),0.5,0.0
claude-sonnet-5,pbmc_c3_noise_4_r0_ensembl,ensembl,noise,4,0,CD14 Monocytes,Neutrophil (granulocyte lineage),0.75,"```json
{""cell_type"": ""Neutrophil (granulocyte lineage)"", ""confidence"": 0.75}
```

**Reasoning:** The gene set includes classic neutrophil/granulocyte markers:
- **LYZ** – lysozyme, myeloid marker
- **S100A9** – calprotectin subunit, highly expressed in neutrophils/monocytes
- **MPO** – myeloperoxidase, a hallmark of neutrophil (and precursor) granules
- **TYROBP (DAP12)** – myeloid signaling adaptor
- **FCGR3B (CD16b)** – neutrophil-specific Fc receptor
- **CD177** – neutrophil-specific surface marker
- **FTH1** – ferritin, often upregulated in activated myeloid cells

The combination of **MPO + FCGR3B + CD177 + S100A9** strongly points toward a **neutrophil or neutrophil-precursor (myeloid granulocytic) population** within human blood.",end_turn,153,950,,0.009806,other,0.0,0.0
claude-sonnet-5,pbmc_c3_noise_6_r1_symbol,symbol,noise,6,1,CD14 Monocytes,Monocyte (CD14+ classical monocyte),0.6,"{""cell_type"": ""Monocyte (CD14+ classical monocyte)"", ""confidence"": 0.6}",end_turn,117,39,,0.000624,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_4_r2_ensembl,ensembl,noise,4,2,CD14 Monocytes,Monocyte (myeloid lineage),0.75,"{""cell_type"": ""Monocyte (myeloid lineage)"", ""confidence"": 0.75}",end_turn,153,584,,0.006146,Monocytes (unspecified),0.5,0.0
claude-sonnet-5,pbmc_c3_noise_6_r2_symbol,symbol,noise,6,2,CD14 Monocytes,Classical monocyte (CD14+ monocyte),0.8,"```json
{""cell_type"": ""Classical monocyte (CD14+ monocyte)"", ""confidence"": 0.8}
```",end_turn,121,44,,0.000682,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,CD14 Monocytes,CD14+ monocyte,0.9,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.9}",end_turn,113,30,,0.000526,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_6_r1_ensembl,ensembl,noise,6,1,CD14 Monocytes,"Monocyte (myeloid lineage, likely classical monocyte)",0.75,"{""cell_type"": ""Monocyte (myeloid lineage, likely classical monocyte)"", ""confidence"": 0.75}",end_turn,153,458,,0.004886,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_6_r0_ensembl,ensembl,noise,6,0,CD14 Monocytes,Monocyte,0.85,"Looking at these genes, I can identify several classic myeloid/monocyte markers:
- **LYZ** (ENSG00000090382) - Lysozyme, classic monocyte/macrophage marker
- **FTL** (ENSG00000087086) - Ferritin light chain, highly expressed in monocytes
- **FTH1** (ENSG00000167996) - Ferritin heavy chain, myeloid marker
- **S100A6** (ENSG00000197956) - Calcium-binding protein, expressed in monocytes
- **NAPSA** (ENSG00000171148) - Napsin A, expressed in monocytes/dendritic cells

This combination of iron storage proteins (ferritin genes), lysozyme, and S100 family proteins is highly characteristic of monocytes/macrophages in blood.

```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.85}
```",end_turn,153,954,,0.009846,Monocytes (unspecified),0.5,0.0
claude-sonnet-5,pbmc_c3_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,CD14 Monocytes,CD14+ classical monocyte,0.9,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.9}",end_turn,113,32,,0.000546,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_noise_6_r2_ensembl,ensembl,noise,6,2,CD14 Monocytes,"Monocyte (classical, CD14+)",0.7,"```json
{""cell_type"": ""Monocyte (classical, CD14+)"", ""confidence"": 0.7}
```",end_turn,153,335,,0.003656,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c3_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,CD14 Monocytes,Classical monocytes (CD14+),0.85,"{""cell_type"": ""Classical monocytes (CD14+)"", ""confidence"": 0.85}",end_turn,153,400,,0.004306,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c4_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,NK cells,NK cell (CD56dim cytotoxic natural killer cell),0.9,"{""cell_type"": ""NK cell (CD56dim cytotoxic natural killer cell)"", ""confidence"": 0.9}",end_turn,114,44,,0.000668,NK cells,1.0,1.0
claude-sonnet-5,pbmc_c4_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,NK cells,"NK cell (CD56dim, FCGR3A+)",0.85,"{""cell_type"": ""NK cell (CD56dim, FCGR3A+)"", ""confidence"": 0.85}",end_turn,115,40,,0.00063,FCGR3A Monocytes,0.0,0.0
claude-sonnet-5,pbmc_c3_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,CD14 Monocytes,Monocyte (CD14+ myeloid cell),0.9,"```json
{""cell_type"": ""Monocyte (CD14+ myeloid cell)"", ""confidence"": 0.9}
```",end_turn,153,392,,0.004226,CD14 Monocytes,1.0,1.0
claude-sonnet-5,pbmc_c4_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,NK cells,Natural Killer (NK) cells,0.9,"{""cell_type"": ""Natural Killer (NK) cells"", ""confidence"": 0.9}",end_turn,153,301,,0.003316,NK cells,1.0,1.0
