gene,ensembl
SLC27A3,ENSG00000143554
GATAD2B,ENSG00000143614
DENND4B,ENSG00000198837
CRTC2,ENSG00000160741
SLC39A1,ENSG00000143570
CREB3L4,ENSG00000143578
JTB,ENSG00000143543
RP11-422P24.11,ENSG00000272654
RAB13,ENSG00000143545
TPM3,ENSG00000143549
C1orf43,ENSG00000143612
UBAP2L,ENSG00000143569
HAX1,ENSG00000143575
AQP10,ENSG00000143595
ATP8B2,ENSG00000143515
RP11-350G8.5,ENSG00000228013
IL6R,ENSG00000160712
UBE2Q1,ENSG00000160714
ADAR,ENSG00000160710
PMVK,ENSG00000163344
RP11-307C12.13,ENSG00000270361
PBXIP1,ENSG00000163346
PYGO2,ENSG00000163348
RP11-307C12.12,ENSG00000271380
SHC1,ENSG00000160691
CKS1B,ENSG00000173207
FLAD1,ENSG00000160688
ZBTB7B,ENSG00000160685
ADAM15,ENSG00000143537
EFNA4,ENSG00000243364
EFNA3,ENSG00000143590
SLC50A1,ENSG00000169241
DPM3,ENSG00000179085
KRTCAP2,ENSG00000163463
TRIM46,ENSG00000163462
THBS3,ENSG00000169231
MTX1,ENSG00000173171
GBA,ENSG00000177628
FAM189B,ENSG00000160767
SCAMP3,ENSG00000116521
CLK2,ENSG00000176444
FDPS,ENSG00000160752
RUSC1-AS1,ENSG00000225855
RUSC1,ENSG00000160753
ASH1L,ENSG00000116539
MSTO1,ENSG00000125459
YY1AP1,ENSG00000163374
DAP3,ENSG00000132676
GON4L,ENSG00000116580
SYT11,ENSG00000132718
RIT1,ENSG00000143622
KIAA0907,ENSG00000132680
ARHGEF2,ENSG00000116584
RP11-336K24.12,ENSG00000273002
SSR2,ENSG00000163479
UBQLN4,ENSG00000160803
LAMTOR2,ENSG00000116586
RAB25,ENSG00000132698
LMNA,ENSG00000160789
SEMA4A,ENSG00000196189
SLC25A44,ENSG00000160785
PMF1,ENSG00000160783
BGLAP,ENSG00000242252
SMG5,ENSG00000198952
TMEM79,ENSG00000163472
C1orf85,ENSG00000198715
CCT3,ENSG00000163468
C1orf61,ENSG00000125462
MEF2D,ENSG00000116604
TTC24,ENSG00000187862
APOA1BP,ENSG00000163382
GPATCH4,ENSG00000160818
ISG20L2,ENSG00000143319
RRNAD1,ENSG00000143303
MRPL24,ENSG00000143314
HDGF,ENSG00000143321
PRCC,ENSG00000143294
SH2D2A,ENSG00000027869
ARHGEF11,ENSG00000132694
ETV3,ENSG00000117036
FCRL5,ENSG00000143297
FCRL3,ENSG00000160856
FCRL2,ENSG00000132704
FCRL1,ENSG00000163534
CD1D,ENSG00000158473
CD1A,ENSG00000158477
CD1C,ENSG00000158481
CD1B,ENSG00000158485
CD1E,ENSG00000158488
MNDA,ENSG00000163563
PYHIN1,ENSG00000163564
IFI16,ENSG00000163565
AIM2,ENSG00000163568
DUSP23,ENSG00000158716
FCRL6,ENSG00000181036
SLAMF8,ENSG00000158714
C1orf204,ENSG00000188004
VSIG8,ENSG00000243284
PIGM,ENSG00000143315
IGSF8,ENSG00000162729
RP11-536C5.7,ENSG00000227741
PEA15,ENSG00000162734
DCAF8,ENSG00000132716
PEX19,ENSG00000162735
COPA,ENSG00000122218
NCSTN,ENSG00000162736
SLAMF6,ENSG00000162739
CD84,ENSG00000066294
SLAMF1,ENSG00000117090
RP11-404F10.2,ENSG00000228863
CD48,ENSG00000117091
SLAMF7,ENSG00000026751
LY9,ENSG00000122224
CD244,ENSG00000122223
ITLN1,ENSG00000179914
F11R,ENSG00000158769
TSTD1,ENSG00000215845
USF1,ENSG00000158773
ARHGAP30,ENSG00000186517
KLHDC9,ENSG00000162755
PFDN2,ENSG00000143256
NIT1,ENSG00000158793
DEDD,ENSG00000158796
UFC1,ENSG00000143222
USP21,ENSG00000143258
PPOX,ENSG00000143224
B4GALT3,ENSG00000158850
NDUFS2,ENSG00000158864
TOMM40L,ENSG00000158882
MPZ,ENSG00000158887
SDHC,ENSG00000143252
FCGR2A,ENSG00000143226
HSPA6,ENSG00000173110
FCGR2B,ENSG00000072694
FCGR3B,ENSG00000162747
FCRLB,ENSG00000162746
DUSP12,ENSG00000081721
ATF6,ENSG00000118217
SH2D1B,ENSG00000198574
UHMK1,ENSG00000152332
RP11-359K18.3,ENSG00000259788
UAP1,ENSG00000117143
HSD17B7,ENSG00000132196
RP11-267N12.3,ENSG00000232995
NUF2,ENSG00000143228
PBX1,ENSG00000185630
MGST3,ENSG00000143198
ALDH9A1,ENSG00000143149
TMCO1,ENSG00000143183
RP11-466F5.8,ENSG00000224358
UCK2,ENSG00000143179
POGK,ENSG00000143157
TADA1,ENSG00000152382
GPA33,ENSG00000143167
RP11-277B15.3,ENSG00000272205
POU2F1,ENSG00000143190
RP11-104L21.3,ENSG00000273160
CREG1,ENSG00000143162
RP3-455J7.4,ENSG00000241666
RCSD1,ENSG00000198771
MPZL1,ENSG00000197965
MPC2,ENSG00000143158
DCAF6,ENSG00000143164
TIPRL,ENSG00000143155
SFT2D2,ENSG00000213064
TBX19,ENSG00000143178
XCL1,ENSG00000143184
ATP1B1,ENSG00000143153
NME7,ENSG00000143156
BLZF1,ENSG00000117475
SLC19A2,ENSG00000117479
F5,ENSG00000198734
SELP,ENSG00000174175
C1orf112,ENSG00000000460
SELL,ENSG00000188404
METTL18,ENSG00000171806
SCYL3,ENSG00000000457
KIFAP3,ENSG00000075945
GORAB,ENSG00000120370
FMO4,ENSG00000076258
PRRC2C,ENSG00000117523
VAMP4,ENSG00000117533
METTL13,ENSG00000010165
DNM3,ENSG00000197959
PIGC,ENSG00000135845
SUCO,ENSG00000094975
FASLG,ENSG00000117560
TNFSF4,ENSG00000117586
RP11-296O14.3,ENSG00000203739
KLHL20,ENSG00000076321
CENPL,ENSG00000120334
DARS2,ENSG00000117593
ZBTB37,ENSG00000185278
RC3H1,ENSG00000135870
RP11-160H22.5,ENSG00000227373
RABGAP1L,ENSG00000152061
CACYBP,ENSG00000116161
MRPS14,ENSG00000120333
KIAA0040,ENSG00000235750
RP11-318C24.2,ENSG00000227740
RFWD2,ENSG00000143207
RP5-1098D14.1,ENSG00000273384
RALGPS2,ENSG00000116191
FAM20B,ENSG00000116199
TOR3A,ENSG00000186283
ABL2,ENSG00000143322
SOAT1,ENSG00000057252
TOR1AIP2,ENSG00000169905
RP11-533E19.7,ENSG00000272906
TOR1AIP1,ENSG00000143337
RP11-533E19.5,ENSG00000260360
CEP350,ENSG00000135837
QSOX1,ENSG00000116260
RP5-1180C10.2,ENSG00000230124
ACBD6,ENSG00000135847
XPR1,ENSG00000143324
RP11-46A10.5,ENSG00000243155
STX6,ENSG00000135823
MR1,ENSG00000153029
IER5,ENSG00000162783
RP11-309G3.3,ENSG00000272198
GLUL,ENSG00000135821
RNASEL,ENSG00000135828
RGS16,ENSG00000143333
NPL,ENSG00000135838
DHX9,ENSG00000135829
LAMC1,ENSG00000135862
SMG7,ENSG00000116698
NCF2,ENSG00000116701
RGL1,ENSG00000143344
COLGALT2,ENSG00000198756
TSEN15,ENSG00000198860
C1orf21,ENSG00000116667
EDEM3,ENSG00000116406
FAM129A,ENSG00000135842
RNF2,ENSG00000121481
TRMT1L,ENSG00000121486
SWT1,ENSG00000116668
IVNS1ABP,ENSG00000116679
TPR,ENSG00000047410
C1orf27,ENSG00000157181
PTGS2,ENSG00000073756
RGS1,ENSG00000090104
RGS2,ENSG00000116741
UCHL5,ENSG00000116750
TROVE2,ENSG00000116747
RP11-101E13.5,ENSG00000272579
GLRX2,ENSG00000023572
CDC73,ENSG00000134371
B3GALT2,ENSG00000162630
CFH,ENSG00000000971
ASPM,ENSG00000066279
ZBTB41,ENSG00000177888
CRB1,ENSG00000134376
DENND1B,ENSG00000213047
C1orf53,ENSG00000203724
NEK7,ENSG00000151414
RP11-553K8.2,ENSG00000223881
PTPRC,ENSG00000081237
MIR181A1HG,ENSG00000229989
ZNF281,ENSG00000162702
DDX59,ENSG00000118197
CAMSAP2,ENSG00000118200
KIF21B,ENSG00000116852
TMEM9,ENSG00000116857
PHLDA3,ENSG00000174307
CSRP1,ENSG00000159176
RP11-134G8.7,ENSG00000224536
RPS10P7,ENSG00000223396
NAV1,ENSG00000134369
IPO9-AS1,ENSG00000231871
IPO9,ENSG00000198700
SHISA4,ENSG00000198892
TIMM17A,ENSG00000134375
RNPEP,ENSG00000176393
ARL8A,ENSG00000143862
PTPN7,ENSG00000143851
LGR6,ENSG00000133067
UBE2T,ENSG00000077152
PPP1R12B,ENSG00000077157
KDM5B,ENSG00000117139
RABIF,ENSG00000183155
KLHL12,ENSG00000117153
ADIPOR1,ENSG00000159346
CYB5R1,ENSG00000159348
TMEM183A,ENSG00000163444
RP11-134P9.3,ENSG00000231507
LINC01136,ENSG00000233791
BTG2,ENSG00000159388
ATP2B4,ENSG00000058668
LAX1,ENSG00000122188
ZC3H11A,ENSG00000058673
ZBED6,ENSG00000257315
SNRPE,ENSG00000182004
SOX13,ENSG00000143842
PPP1R15B,ENSG00000158615
PIK3C2B,ENSG00000133056
MDM4,ENSG00000198625
TMEM81,ENSG00000174529
RBBP5,ENSG00000117222
DSTYK,ENSG00000133059
TMCC2,ENSG00000133069
NUAK2,ENSG00000163545
CDK18,ENSG00000117266
MFSD4,ENSG00000174514
ELK4,ENSG00000158711
SLC45A3,ENSG00000158715
NUCKS1,ENSG00000069275
RAB7L1,ENSG00000117280
SLC41A1,ENSG00000133065
PM20D1,ENSG00000162877
FAM72A,ENSG00000196550
C1orf186,ENSG00000196533
SRGAP2,ENSG00000163486
IKBKE,ENSG00000143466
RASSF5,ENSG00000136653
EIF2D,ENSG00000143486
RP11-343H5.6,ENSG00000237605
MAPKAPK2,ENSG00000162889
IL10,ENSG00000136634
IL24,ENSG00000162892
FAIM3,ENSG00000162894
YOD1,ENSG00000180667
PFKFB2,ENSG00000123836
C4BPB,ENSG00000123843
CD55,ENSG00000196352
CR2,ENSG00000117322
CR1,ENSG00000203710
CD46,ENSG00000117335
RP1-28O10.1,ENSG00000227591
G0S2,ENSG00000123689
HSD11B1,ENSG00000117594
TRAF3IP3,ENSG00000009790
DIEXF,ENSG00000117597
HHAT,ENSG00000054392
RCOR3,ENSG00000117625
TRAF5,ENSG00000082512
SLC30A1,ENSG00000170385
NEK2,ENSG00000117650
LPGAT1,ENSG00000123684
INTS7,ENSG00000143493
PPP2R5A,ENSG00000066027
TMEM206,ENSG00000065600
NENF,ENSG00000117691
RP11-61J19.4,ENSG00000260805
ATF3,ENSG00000162772
RP11-338C15.3,ENSG00000237980
BATF3,ENSG00000123685
NSL1,ENSG00000117697
TATDN3,ENSG00000203705
FLVCR1-AS1,ENSG00000198468
FLVCR1,ENSG00000162769
ANGEL2,ENSG00000174606
RPS6KC1,ENSG00000136643
SMYD2,ENSG00000143499
CENPF,ENSG00000117724
KCTD3,ENSG00000136636
GPATCH2,ENSG00000092978
RRP15,ENSG00000067533
LYPLAL1,ENSG00000143353
EPRS,ENSG00000136628
BPNT1,ENSG00000162813
IARS2,ENSG00000067704
RAB3GAP2,ENSG00000118873
C1orf115,ENSG00000162817
MARC2,ENSG00000117791
MARC1,ENSG00000186205
HLX,ENSG00000136630
DUSP10,ENSG00000143507
TAF1A,ENSG00000143498
RP11-378J18.3,ENSG00000225265
MIA3,ENSG00000154305
AIDA,ENSG00000186063
BROX,ENSG00000162819
FAM177B,ENSG00000197520
RP11-452F19.3,ENSG00000228106
DISP1,ENSG00000154309
TLR5,ENSG00000187554
SUSD4,ENSG00000143502
CAPN8,ENSG00000203697
CAPN2,ENSG00000162909
TP53BP2,ENSG00000143514
RP11-504P24.8,ENSG00000272645
RP11-504P24.6,ENSG00000263182
FBXO28,ENSG00000143756
DEGS1,ENSG00000143753
NVL,ENSG00000143748
CNIH4,ENSG00000143771
WDR26,ENSG00000162923
CNIH3,ENSG00000143786
LBR,ENSG00000143815
ENAH,ENSG00000154380
SRP9,ENSG00000143742
EPHX1,ENSG00000143819
RP11-285F7.2,ENSG00000242861
TMEM63A,ENSG00000196187
PYCR2,ENSG00000143811
SDE2,ENSG00000143751
ACBD3,ENSG00000182827
LIN9,ENSG00000183814
PARP1,ENSG00000143799
ITPKB,ENSG00000143772
ITPKB-AS1,ENSG00000228548
PSEN2,ENSG00000143801
ADCK3,ENSG00000163050
ZNF678,ENSG00000181450
SNAP47,ENSG00000143740
JMJD4,ENSG00000081692
ARF1,ENSG00000143761
C1orf35,ENSG00000143793
MRPL55,ENSG00000162910
GUK1,ENSG00000143774
IBA57,ENSG00000181873
C1orf145,ENSG00000162913
OBSCN,ENSG00000154358
TRIM11,ENSG00000154370
HIST3H2A,ENSG00000181218
RNF187,ENSG00000168159
RHOU,ENSG00000116574
RAB4A,ENSG00000168118
RP4-803J11.2,ENSG00000237481
CCSAP,ENSG00000154429
NUP133,ENSG00000069248
ABCB10,ENSG00000135776
TAF5L,ENSG00000135801
URB2,ENSG00000135763
RP11-552D4.1,ENSG00000228058
GALNT2,ENSG00000143641
COG2,ENSG00000135775
C1orf198,ENSG00000119280
TTC13,ENSG00000143643
ARV1,ENSG00000173409
FAM89A,ENSG00000182118
C1orf131,ENSG00000143633
GNPAT,ENSG00000116906
EXOC8,ENSG00000116903
SPRTN,ENSG00000010072
EGLN1,ENSG00000135766
RP11-295G20.2,ENSG00000233461
TSNAX,ENSG00000116918
DISC1,ENSG00000162946
SIPA1L2,ENSG00000116991
MAP10,ENSG00000212916
NTPCR,ENSG00000135778
PCNXL2,ENSG00000135749
SLC35F3,ENSG00000183780
RP5-827C21.4,ENSG00000231663
COA6,ENSG00000168275
TARBP1,ENSG00000059588
IRF2BP2,ENSG00000168264
RP4-781K5.2,ENSG00000228830
RP11-443B7.1,ENSG00000238005
RP11-443B7.3,ENSG00000258082
TOMM20,ENSG00000173726
RBM34,ENSG00000188739
ARID4B,ENSG00000054267
GGPS1,ENSG00000152904
TBCE,ENSG00000116957
B3GALNT2,ENSG00000162885
LYST,ENSG00000143669
NID1,ENSG00000116962
GPR137B,ENSG00000077585
ERO1LB,ENSG00000086619
EDARADD,ENSG00000186197
LGALS8,ENSG00000116977
LGALS8-AS1,ENSG00000223776
RP11-385F5.5,ENSG00000273058
HEATR1,ENSG00000119285
MTR,ENSG00000116984
GREM2,ENSG00000180875
FH,ENSG00000091483
KMO,ENSG00000117009
OPN3,ENSG00000054277
CHML,ENSG00000203668
RP11-261C10.3,ENSG00000214837
CEP170,ENSG00000143702
SDCCAG8,ENSG00000054282
AKT3,ENSG00000117020
ZBTB18,ENSG00000179456
ADSS,ENSG00000035687
C1orf101,ENSG00000179397
DESI2,ENSG00000121644
COX20,ENSG00000203667
HNRNPU-AS1,ENSG00000188206
HNRNPU,ENSG00000153187
RP11-11N7.4,ENSG00000273175
RP11-156E8.1,ENSG00000272195
EFCAB2,ENSG00000203666
SMYD3,ENSG00000185420
TFB2M,ENSG00000162851
CNST,ENSG00000162852
SCCPDH,ENSG00000143653
AHCTF1,ENSG00000153207
ZNF670,ENSG00000135747
ZNF669,ENSG00000188295
ZNF124,ENSG00000196418
RP11-488L18.10,ENSG00000259865
RP11-488L18.8,ENSG00000232347
ZNF496,ENSG00000162714
NLRP3,ENSG00000162711
TRIM58,ENSG00000162722
SH3BP5L,ENSG00000175137
ZNF672,ENSG00000171161
ZNF692,ENSG00000171163
PGBD2,ENSG00000185220
SH3YL1,ENSG00000035115
ACP1,ENSG00000143727
TMEM18,ENSG00000151353
AC116614.1,ENSG00000235688
TPO,ENSG00000115705
TSSC1,ENSG00000032389
TRAPPC12,ENSG00000171853
TRAPPC12-AS1,ENSG00000225234
ADI1,ENSG00000182551
AC142528.1,ENSG00000235078
AC108488.4,ENSG00000242282
RNASEH1,ENSG00000171865
RNASEH1-AS1,ENSG00000234171
RPS7,ENSG00000171863
CMPK2,ENSG00000134326
RSAD2,ENSG00000134321
RNF144A,ENSG00000151692
AC092580.4,ENSG00000235576
LINC00299,ENSG00000236790
AC011747.4,ENSG00000236008
KIDINS220,ENSG00000134313
MBOAT2,ENSG00000143797
ASAP2,ENSG00000151693
ITGB1BP1,ENSG00000119185
CPSF3,ENSG00000119203
IAH1,ENSG00000134330
ADAM17,ENSG00000151694
RP11-214N9.1,ENSG00000271855
YWHAQ,ENSG00000134308
TAF1B,ENSG00000115750
RP11-95D17.1,ENSG00000269973
RP11-254F7.2,ENSG00000260077
KLF11,ENSG00000172059
RRM2,ENSG00000171848
HPCAL1,ENSG00000115756
ODC1,ENSG00000115758
NOL10,ENSG00000115761
RN7SL832P,ENSG00000243819
ATP6V1C2,ENSG00000143882
RP11-791G15.2,ENSG00000272275
PDIA6,ENSG00000143870
PQLC3,ENSG00000162976
ROCK2,ENSG00000134318
E2F6,ENSG00000169016
LPIN1,ENSG00000134324
TRIB2,ENSG00000071575
NBAS,ENSG00000151779
DDX1,ENSG00000079785
FAM49A,ENSG00000197872
SMC6,ENSG00000163029
GEN1,ENSG00000178295
RP11-111J6.2,ENSG00000260331
RDH14,ENSG00000240857
LINC00954,ENSG00000228784
TTC32,ENSG00000183891
WDR35,ENSG00000118965
LAPTM4A,ENSG00000068697
PUM2,ENSG00000055917
RHOB,ENSG00000143878
HS1BP3,ENSG00000118960
C2orf43,ENSG00000118961
KLHL29,ENSG00000119771
ATAD2B,ENSG00000119778
UBXN2A,ENSG00000173960
MFSD2B,ENSG00000205639
C2orf44,ENSG00000163026
FKBP1B,ENSG00000119782
SF3B14,ENSG00000115128
FAM228B,ENSG00000219626
TP53I3,ENSG00000115129
FAM228A,ENSG00000186453
ITSN2,ENSG00000198399
NCOA1,ENSG00000084676
PTRHD1,ENSG00000184924
CENPO,ENSG00000138092
ADCY3,ENSG00000138031
DNAJC27,ENSG00000115137
DNAJC27-AS1,ENSG00000224165
POMC,ENSG00000115138
DNMT3A,ENSG00000119772
AC012074.2,ENSG00000235072
DTNB,ENSG00000138101
AC104699.1,ENSG00000224220
ASXL2,ENSG00000143970
KIF3C,ENSG00000084731
AC013449.1,ENSG00000268412
RAB10,ENSG00000084733
GAREML,ENSG00000157833
HADHA,ENSG00000084754
HADHB,ENSG00000138029
EPT1,ENSG00000138018
OTOF,ENSG00000115155
SLC35F6,ENSG00000213699
CENPA,ENSG00000115163
MAPRE3,ENSG00000084764
TMEM214,ENSG00000119777
AGBL5,ENSG00000084693
KHK,ENSG00000138030
ABHD1,ENSG00000143994
PREB,ENSG00000138073
SLC5A6,ENSG00000138074
ATRAID,ENSG00000138085
CAD,ENSG00000084774
TRIM54,ENSG00000138100
MPV17,ENSG00000115204
GTF3C2,ENSG00000115207
AC074117.10,ENSG00000234072
EIF2B4,ENSG00000115211
SNX17,ENSG00000115234
ZNF513,ENSG00000163795
PPM1G,ENSG00000115241
NRBP1,ENSG00000115216
KRTCAP3,ENSG00000157992
IFT172,ENSG00000138002
ZNF512,ENSG00000243943
CCDC121,ENSG00000176714
GPN1,ENSG00000198522
SUPT7L,ENSG00000119760
SLC4A1AP,ENSG00000163798
MRPL33,ENSG00000243147
RBKS,ENSG00000171174
BRE,ENSG00000158019
FOSL2,ENSG00000075426
PLB1,ENSG00000163803
PPP1CB,ENSG00000213639
SPDYA,ENSG00000163806
TRMT61B,ENSG00000171103
WDR43,ENSG00000163811
FAM179A,ENSG00000189350
CLIP4,ENSG00000115295
YPEL5,ENSG00000119801
LBH,ENSG00000213626
LCLAT1,ENSG00000172954
EHD3,ENSG00000013016
MEMO1,ENSG00000162959
DPY30,ENSG00000162961
SPAST,ENSG00000021574
RP11-563N4.1,ENSG00000272716
SLC30A6,ENSG00000152683
NLRC4,ENSG00000091106
YIPF4,ENSG00000119820
AL133245.2,ENSG00000272754
BIRC6,ENSG00000115760
TTC27,ENSG00000018699
RASGRP3,ENSG00000152689
FAM98A,ENSG00000119812
RP11-490M8.1,ENSG00000260025
CRIM1,ENSG00000150938
FEZ2,ENSG00000171055
VIT,ENSG00000205221
STRN,ENSG00000115808
HEATR5B,ENSG00000008869
GPATCH11,ENSG00000152133
EIF2AK2,ENSG00000055332
CEBPZ-AS1,ENSG00000218739
CEBPZ,ENSG00000115816
NDUFAF7,ENSG00000003509
PRKD3,ENSG00000115825
QPCT,ENSG00000115828
AC006369.2,ENSG00000236213
CDC42EP3,ENSG00000163171
LINC00211,ENSG00000237803
RMDN2,ENSG00000115841
CYP1B1,ENSG00000138061
ATL2,ENSG00000119787
HNRNPLL,ENSG00000143889
GALM,ENSG00000143891
SRSF7,ENSG00000115875
GEMIN6,ENSG00000152147
DHX57,ENSG00000163214
MORN2,ENSG00000188010
SOS1,ENSG00000115904
MAP4K3,ENSG00000011566
AC007246.3,ENSG00000231312
THUMPD2,ENSG00000138050
SLC8A1,ENSG00000183023
AC083949.1,ENSG00000224875
EML4,ENSG00000143924
COX7A2L,ENSG00000115944
MTA3,ENSG00000057935
HAAO,ENSG00000162882
AC093609.1,ENSG00000230587
THADA,ENSG00000115970
ZFP36L2,ENSG00000152518
AC010883.5,ENSG00000234936
PLEKHH2,ENSG00000152527
DYNC2LI1,ENSG00000138036
LRPPRC,ENSG00000138095
RP11-559M23.1,ENSG00000273106
PPM1B,ENSG00000138032
SLC3A1,ENSG00000138079
PREPL,ENSG00000138078
CAMKMT,ENSG00000143919
SRBD1,ENSG00000068784
PRKCE,ENSG00000171132
ATP6V1E2,ENSG00000250565
RHOQ,ENSG00000119729
RP11-417F21.1,ENSG00000250116
PIGF,ENSG00000151665
CRIPT,ENSG00000119878
SOCS5,ENSG00000171150
LINC01119,ENSG00000239332
MCFD2,ENSG00000180398
TTC7A,ENSG00000068724
AC073283.7,ENSG00000225187
CALM2,ENSG00000143933
MSH2,ENSG00000095002
KCNK12,ENSG00000184261
MSH6,ENSG00000116062
FBXO11,ENSG00000138081
AC079807.2,ENSG00000233230
FOXN2,ENSG00000170802
RP11-191L17.1,ENSG00000272663
PPP1R21,ENSG00000162869
STON1,ENSG00000243244
GPR75-ASB3,ENSG00000115239
CHAC2,ENSG00000143942
ERLEC1,ENSG00000068912
PSME4,ENSG00000068878
ACYP2,ENSG00000170634
RP11-477N3.1,ENSG00000272156
SPTBN1,ENSG00000115306
EML6,ENSG00000214595
RTN4,ENSG00000115310
MTIF2,ENSG00000085760
CCDC88A,ENSG00000115355
AC012358.8,ENSG00000240401
CCDC104,ENSG00000163001
SMEK2,ENSG00000138041
RP11-554J4.1,ENSG00000272606
PNPT1,ENSG00000138035
VRK2,ENSG00000028116
FANCL,ENSG00000115392
BCL11A,ENSG00000119866
PAPOLG,ENSG00000115421
REL,ENSG00000162924
PUS10,ENSG00000162927
PEX13,ENSG00000162928
KIAA1841,ENSG00000162929
C2orf74,ENSG00000237651
AHSA2,ENSG00000173209
USP34,ENSG00000115464
RP11-355B11.2,ENSG00000270820
XPO1,ENSG00000082898
FAM161A,ENSG00000170264
CCT4,ENSG00000115484
AC107081.5,ENSG00000236498
COMMD1,ENSG00000173163
B3GNT2,ENSG00000170340
EHBP1,ENSG00000115504
AC009501.4,ENSG00000231609
WDPCP,ENSG00000143951
MDH1,ENSG00000014641
UGP2,ENSG00000169764
VPS54,ENSG00000143952
PELI1,ENSG00000197329
AC074289.1,ENSG00000225889
LINC00309,ENSG00000230923
LGALSL,ENSG00000119862
RP11-568N6.1,ENSG00000260101
AFTPH,ENSG00000119844
SERTAD2,ENSG00000179833
AC007880.1,ENSG00000234572
AC007386.2,ENSG00000237638
SLC1A4,ENSG00000115902
CEP68,ENSG00000011523
RAB1A,ENSG00000138069
ACTR2,ENSG00000138071
MEIS1,ENSG00000143995
ETAA1,ENSG00000143971
C1D,ENSG00000197223
WDR92,ENSG00000243667
PNO1,ENSG00000115946
PPP3R1,ENSG00000221823
RP11-474G23.2,ENSG00000273275
RP11-474G23.3,ENSG00000273064
CNRIP1,ENSG00000119865
PLEK,ENSG00000115956
FBXO48,ENSG00000204923
APLF,ENSG00000169621
ARHGAP25,ENSG00000163219
GFPT1,ENSG00000198380
NFU1,ENSG00000169599
RP11-427H3.3,ENSG00000188971
AAK1,ENSG00000115977
ANXA4,ENSG00000196975
GMCL1,ENSG00000087338
SNRNP27,ENSG00000124380
MXD1,ENSG00000059728
PCBP1-AS1,ENSG00000179818
PCBP1,ENSG00000169564
AC016700.5,ENSG00000231327
C2orf42,ENSG00000115998
TIA1,ENSG00000116001
PCYOX1,ENSG00000116005
SNRPG,ENSG00000143977
FAM136A,ENSG00000035141
ADD2,ENSG00000075340
TEX261,ENSG00000144043
NAGK,ENSG00000124357
RP11-467P9.1,ENSG00000272735
MCEE,ENSG00000124370
MPHOSPH10,ENSG00000124383
PAIP2B,ENSG00000124374
ZNF638,ENSG00000075292
DYSF,ENSG00000135636
EXOC6B,ENSG00000144036
SPR,ENSG00000116096
SFXN5,ENSG00000144040
RAB11FIP5,ENSG00000135631
SMYD5,ENSG00000135632
PRADC1,ENSG00000135617
CCT7,ENSG00000135624
FBXO41,ENSG00000163013
ALMS1,ENSG00000116127
TPRKB,ENSG00000144034
DUSP11,ENSG00000144048
STAMBP,ENSG00000124356
DGUOK,ENSG00000114956
DGUOK-AS1,ENSG00000237883
TET3,ENSG00000187605
BOLA3,ENSG00000163170
BOLA3-AS1,ENSG00000225439
MOB1A,ENSG00000114978
MTHFD2,ENSG00000065911
SLC4A5,ENSG00000188687
DCTN1,ENSG00000204843
C2orf81,ENSG00000159239
WDR54,ENSG00000005448
RTKN,ENSG00000114993
INO80B,ENSG00000115274
WBP1,ENSG00000239779
MOGS,ENSG00000115275
MRPL53,ENSG00000204822
CCDC142,ENSG00000135637
TTC31,ENSG00000115282
LBX2-AS1,ENSG00000257702
PCGF1,ENSG00000115289
AUP1,ENSG00000115307
HTRA2,ENSG00000115317
LOXL3,ENSG00000115318
DOK1,ENSG00000115325
SEMA4F,ENSG00000135622
HK2,ENSG00000159399
POLE4,ENSG00000115350
MRPL19,ENSG00000115364
GCFC2,ENSG00000005436
RP11-342K6.1,ENSG00000270696
SUCLG1,ENSG00000163541
DNAH6,ENSG00000115423
TRABD2A,ENSG00000186854
KCMF1,ENSG00000176407
TGOLN2,ENSG00000152291
RETSAT,ENSG00000042445
ELMOD3,ENSG00000115459
MAT2A,ENSG00000168906
GGCX,ENSG00000115486
VAMP8,ENSG00000118640
VAMP5,ENSG00000168899
RNF181,ENSG00000168894
TMEM150A,ENSG00000168890
USP39,ENSG00000168883
C2orf68,ENSG00000168887
ST3GAL5,ENSG00000115525
POLR1A,ENSG00000068654
PTCD3,ENSG00000132300
IMMT,ENSG00000132305
RP11-301O19.1,ENSG00000273080
MRPL35,ENSG00000132313
KDM3A,ENSG00000115548
CHMP3,ENSG00000115561
AC015971.2,ENSG00000228363
RNF103,ENSG00000239305
RMND5A,ENSG00000153561
PLGLB1,ENSG00000183281
LINC00152,ENSG00000222041
RP11-1399P15.1,ENSG00000273445
RGPD2,ENSG00000185304
KRCC1,ENSG00000172086
THNSL2,ENSG00000144115
EIF2AK3,ENSG00000172071
AC062029.1,ENSG00000234028
RPIA,ENSG00000153574
AC103563.8,ENSG00000233850
MAL,ENSG00000172005
MRPS5,ENSG00000144029
ZNF514,ENSG00000144026
ZNF2,ENSG00000163067
FAHD2A,ENSG00000115042
LINC00342,ENSG00000232931
ANKRD36C,ENSG00000174501
GPAT2,ENSG00000186281
STARD7,ENSG00000084090
TMEM127,ENSG00000135956
CIAO1,ENSG00000144021
SNRNP200,ENSG00000144028
AC021188.4,ENSG00000230747
ITPRIPL1,ENSG00000198885
NCAPH,ENSG00000121152
ARID5A,ENSG00000196843
KANSL3,ENSG00000114982
LMAN2L,ENSG00000114988
CNNM4,ENSG00000158158
CNNM3,ENSG00000168763
ANKRD23,ENSG00000163126
ANKRD39,ENSG00000213337
SEMA4C,ENSG00000168758
FAM178B,ENSG00000168754
FAHD2B,ENSG00000144199
